method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
Ours_Regret,1337,g1,530,0.79057,0.63023,0.45646,0.23939,0.21707
Ours_Regret,1337,g2,2338,0.71642,0.58637,0.52583,0.25011,0.27572
Ours_Regret,7,g0,533,0.7955,0.62394,0.39596,0.27883,0.11713
Ours_Regret,7,g1,530,0.78868,0.62525,0.43253,0.23939,0.19314
Ours_Regret,7,g2,2338,0.7237,0.59092,0.51589,0.25011,0.26577
Ours_Regret,2024,g0,533,0.74484,0.60788,0.46708,0.27883,0.18825
Ours_Regret,2024,g1,530,0.78302,0.63278,0.43714,0.23939,0.19775
Ours_Regret,2024,g2,2338,0.73482,0.59176,0.45985,0.25011,0.20974
Ours_Regret,31337,g0,533,0.72983,0.61283,0.47044,0.27883,0.19161
Ours_Regret,31337,g1,530,0.78113,0.6084,0.49238,0.23939,0.25299
Ours_Regret,31337,g2,2338,0.72541,0.59286,0.54285,0.25011,0.29274
Ours_Regret,11,g0,533,0.73734,0.60175,0.49278,0.27883,0.21394
Ours_Regret,11,g1,530,0.76792,0.61041,0.45763,0.23939,0.21824
Ours_Regret,11,g2,2338,0.71942,0.58755,0.51094,0.25011,0.26083
Ours_Regret,22,g0,533,0.76735,0.62131,0.44859,0.27883,0.16975
Ours_Regret,22,g1,530,0.81321,0.59507,0.42082,0.23939,0.18144
Ours_Regret,22,g2,2338,0.76048,0.61277,0.46942,0.25011,0.21931
Ours_Regret,33,g0,533,0.79362,0.6418,0.47069,0.27883,0.19186
Ours_Regret,33,g1,530,0.81132,0.62014,0.42292,0.23939,0.18354
Ours_Regret,33,g2,2338,0.73396,0.59298,0.49412,0.25011,0.24401
Ours_Regret,44,g0,533,0.72045,0.59082,0.56963,0.27883,0.2908
Ours_Regret,44,g1,530,0.78679,0.62023,0.40879,0.23939,0.1694
Ours_Regret,44,g2,2338,0.71386,0.5889,0.52089,0.25011,0.27078
Ours_Regret,55,g0,533,0.71482,0.59132,0.48257,0.27883,0.20373
Ours_Regret,55,g1,530,0.77736,0.62775,0.46602,0.23939,0.22663
Ours_Regret,55,g2,2338,0.71086,0.58766,0.53302,0.25011,0.28291
