method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss,n_params
PerGroupOnly,2024,g0,533,0.65103,0.54745,0.55533,0.30656,0.24876,30818
PerGroupOnly,2024,g1,530,0.80943,0.62242,0.47972,0.27079,0.20894,30818
PerGroupOnly,2024,g2,2338,0.70188,0.57513,0.51151,0.26433,0.24718,30818
PerGroupOnly,31337,g0,533,0.65666,0.56179,0.54113,0.30656,0.23457,30818
PerGroupOnly,31337,g1,530,0.73774,0.59165,0.44679,0.27079,0.176,30818
PerGroupOnly,31337,g2,2338,0.6805,0.56648,0.52288,0.26433,0.25855,30818
PerGroupOnly,11,g0,533,0.74672,0.60943,0.5,0.30656,0.19343,30818
PerGroupOnly,11,g1,530,0.80566,0.60662,0.47089,0.27079,0.2001,30818
PerGroupOnly,11,g2,2338,0.72455,0.59277,0.45871,0.26433,0.19438,30818
PerGroupOnly,22,g0,533,0.69794,0.58505,0.49639,0.30656,0.18983,30818
PerGroupOnly,22,g1,530,0.78868,0.61136,0.3835,0.27079,0.11271,30818
PerGroupOnly,22,g2,2338,0.74294,0.6052,0.41792,0.26433,0.15359,30818
PerGroupOnly,33,g0,533,0.75047,0.61522,0.51253,0.30656,0.20597,30818
PerGroupOnly,33,g1,530,0.76226,0.60251,0.47525,0.27079,0.20446,30818
PerGroupOnly,33,g2,2338,0.66852,0.56052,0.57528,0.26433,0.31095,30818
PerGroupOnly,44,g0,533,0.61726,0.53427,0.63301,0.30656,0.32645,30818
PerGroupOnly,44,g1,530,0.73962,0.61444,0.507,0.27079,0.23621,30818
PerGroupOnly,44,g2,2338,0.63259,0.53548,0.58869,0.26433,0.32436,30818
PerGroupOnly,55,g0,533,0.65854,0.55718,0.54573,0.30656,0.23917,30818
PerGroupOnly,55,g1,530,0.74717,0.58062,0.48076,0.27079,0.20997,30818
PerGroupOnly,55,g2,2338,0.68648,0.56944,0.5439,0.26433,0.27956,30818
Shared_GDRO,42,g0,533,0.68293,0.57985,0.50642,0.30656,0.19986,11426
Shared_GDRO,42,g1,530,0.73208,0.58717,0.44438,0.27079,0.17359,11426
Shared_GDRO,42,g2,2338,0.69333,0.5703,0.50117,0.26433,0.23684,11426
Shared_GDRO,1337,g0,533,0.6773,0.57755,0.50471,0.30656,0.19815,11426
Shared_GDRO,1337,g1,530,0.73396,0.60224,0.43013,0.27079,0.15934,11426
Shared_GDRO,1337,g2,2338,0.68349,0.56506,0.49154,0.26433,0.22721,11426
Shared_GDRO,7,g0,533,0.73171,0.5998,0.44109,0.30656,0.13453,11426
Shared_GDRO,7,g1,530,0.78491,0.62189,0.38773,0.27079,0.11694,11426
Shared_GDRO,7,g2,2338,0.7485,0.60281,0.43506,0.26433,0.17073,11426
Shared_GDRO,2024,g0,533,0.69794,0.58944,0.48629,0.30656,0.17973,11426
Shared_GDRO,2024,g1,530,0.74906,0.60367,0.42838,0.27079,0.15759,11426
Shared_GDRO,2024,g2,2338,0.69504,0.56937,0.47984,0.26433,0.2155,11426
Shared_GDRO,31337,g0,533,0.69981,0.59305,0.49814,0.30656,0.19158,11426
Shared_GDRO,31337,g1,530,0.75283,0.60091,0.42684,0.27079,0.15605,11426
Shared_GDRO,31337,g2,2338,0.70359,0.57644,0.49108,0.26433,0.22675,11426
Shared_GDRO,11,g0,533,0.7167,0.60657,0.47736,0.30656,0.1708,11426
Shared_GDRO,11,g1,530,0.7566,0.59466,0.40971,0.27079,0.13892,11426
Shared_GDRO,11,g2,2338,0.71728,0.58172,0.46814,0.26433,0.20381,11426
Shared_GDRO,22,g0,533,0.70356,0.58946,0.45834,0.30656,0.15178,11426
Shared_GDRO,22,g1,530,0.75472,0.59942,0.38837,0.27079,0.11758,11426
Shared_GDRO,22,g2,2338,0.70616,0.57611,0.45325,0.26433,0.18892,11426
Shared_GDRO,33,g0,533,0.71107,0.59764,0.49581,0.30656,0.18925,11426
Shared_GDRO,33,g1,530,0.74717,0.5963,0.43379,0.27079,0.163,11426
Shared_GDRO,33,g2,2338,0.71343,0.58288,0.49183,0.26433,0.2275,11426
Shared_GDRO,44,g0,533,0.69606,0.59424,0.5152,0.30656,0.20864,11426
Shared_GDRO,44,g1,530,0.73585,0.60377,0.44526,0.27079,0.17447,11426
Shared_GDRO,44,g2,2338,0.68477,0.56495,0.51068,0.26433,0.24635,11426
Shared_GDRO,55,g0,533,0.68856,0.58422,0.4861,0.30656,0.17954,11426
Shared_GDRO,55,g1,530,0.75094,0.61085,0.42016,0.27079,0.14937,11426
Shared_GDRO,55,g2,2338,0.6976,0.57188,0.47777,0.26433,0.21344,11426
GroupDRO,42,g0,533,0.72795,0.59932,0.43872,0.30656,0.13216,30818
GroupDRO,42,g1,530,0.77925,0.61024,0.39101,0.27079,0.12022,30818
GroupDRO,42,g2,2338,0.70402,0.58123,0.48682,0.26433,0.22248,30818
GroupDRO,1337,g0,533,0.73734,0.60693,0.44169,0.30656,0.13513,30818
GroupDRO,1337,g1,530,0.77358,0.61525,0.39083,0.27079,0.12004,30818
GroupDRO,1337,g2,2338,0.71343,0.58461,0.47193,0.26433,0.2076,30818
GroupDRO,7,g0,533,0.74484,0.61312,0.43424,0.30656,0.12767,30818
GroupDRO,7,g1,530,0.76226,0.60873,0.39045,0.27079,0.11966,30818
GroupDRO,7,g2,2338,0.72284,0.59258,0.4978,0.26433,0.23346,30818
GroupDRO,2024,g0,533,0.7636,0.62092,0.42779,0.30656,0.12122,30818
GroupDRO,2024,g1,530,0.79245,0.62865,0.41473,0.27079,0.14394,30818
GroupDRO,2024,g2,2338,0.70787,0.57626,0.52256,0.26433,0.25823,30818
GroupDRO,31337,g0,533,0.70732,0.59685,0.47777,0.30656,0.17121,30818
GroupDRO,31337,g1,530,0.7566,0.607,0.39638,0.27079,0.1256,30818
GroupDRO,31337,g2,2338,0.68948,0.57011,0.50164,0.26433,0.23731,30818
GroupDRO,11,g0,533,0.68856,0.58629,0.51068,0.30656,0.20412,30818
GroupDRO,11,g1,530,0.81132,0.62418,0.36584,0.27079,0.09505,30818
GroupDRO,11,g2,2338,0.6882,0.57021,0.52031,0.26433,0.25598,30818
GroupDRO,22,g0,533,0.75985,0.61203,0.41569,0.30656,0.10913,30818
GroupDRO,22,g1,530,0.79245,0.62183,0.38781,0.27079,0.11702,30818
GroupDRO,22,g2,2338,0.71557,0.58628,0.4711,0.26433,0.20677,30818
GroupDRO,33,g0,533,0.73546,0.61749,0.48611,0.30656,0.17955,30818
GroupDRO,33,g1,530,0.76981,0.61817,0.43231,0.27079,0.16152,30818
GroupDRO,33,g2,2338,0.70188,0.58121,0.49195,0.26433,0.22762,30818
GroupDRO,44,g0,533,0.73358,0.60638,0.43896,0.30656,0.13239,30818
GroupDRO,44,g1,530,0.77547,0.62308,0.40883,0.27079,0.13804,30818
GroupDRO,44,g2,2338,0.68606,0.56964,0.55802,0.26433,0.29369,30818
GroupDRO,55,g0,533,0.66604,0.56691,0.51658,0.30656,0.21002,30818
GroupDRO,55,g1,530,0.73396,0.59149,0.42786,0.27079,0.15707,30818
GroupDRO,55,g2,2338,0.69846,0.57965,0.4986,0.26433,0.23427,30818
Shared_Anchors,42,g0,533,0.71295,0.59223,0.48621,0.30656,0.17965,11426
Shared_Anchors,42,g1,530,0.75283,0.59788,0.41391,0.27079,0.14312,11426
Shared_Anchors,42,g2,2338,0.72284,0.59083,0.48107,0.26433,0.21674,11426
Shared_Anchors,1337,g0,533,0.75047,0.61255,0.43201,0.30656,0.12545,11426
Shared_Anchors,1337,g1,530,0.80566,0.62664,0.37552,0.27079,0.10473,11426
Shared_Anchors,1337,g2,2338,0.76433,0.6071,0.42429,0.26433,0.15996,11426
Shared_Anchors,7,g0,533,0.7561,0.60597,0.43844,0.30656,0.13188,11426
Shared_Anchors,7,g1,530,0.81132,0.63932,0.38212,0.27079,0.11133,11426
Shared_Anchors,7,g2,2338,0.77545,0.6061,0.42987,0.26433,0.16554,11426
Shared_Anchors,2024,g0,533,0.73171,0.61206,0.47204,0.30656,0.16547,11426
Shared_Anchors,2024,g1,530,0.76415,0.60408,0.40561,0.27079,0.13482,11426
Shared_Anchors,2024,g2,2338,0.73182,0.59314,0.46101,0.26433,0.19668,11426
Shared_Anchors,31337,g0,533,0.68856,0.58629,0.52318,0.30656,0.21662,11426
Shared_Anchors,31337,g1,530,0.73585,0.59576,0.45346,0.27079,0.18267,11426
Shared_Anchors,31337,g2,2338,0.6929,0.56943,0.52017,0.26433,0.25584,11426
Shared_Anchors,11,g0,533,0.73734,0.61434,0.46028,0.30656,0.15372,11426
Shared_Anchors,11,g1,530,0.78113,0.6084,0.39727,0.27079,0.12648,11426
Shared_Anchors,11,g2,2338,0.73567,0.59497,0.45678,0.26433,0.19245,11426
Shared_Anchors,22,g0,533,0.72795,0.59679,0.46869,0.30656,0.16213,11426
Shared_Anchors,22,g1,530,0.78491,0.62833,0.39839,0.27079,0.1276,11426
Shared_Anchors,22,g2,2338,0.74038,0.59231,0.45795,0.26433,0.19362,11426
Shared_Anchors,33,g0,533,0.75047,0.62291,0.45227,0.30656,0.14571,11426
Shared_Anchors,33,g1,530,0.79057,0.62359,0.38889,0.27079,0.1181,11426
Shared_Anchors,33,g2,2338,0.75535,0.61042,0.44055,0.26433,0.17622,11426
Shared_Anchors,44,g0,533,0.74109,0.61503,0.45197,0.30656,0.14541,11426
Shared_Anchors,44,g1,530,0.78302,0.61691,0.38901,0.27079,0.11822,11426
Shared_Anchors,44,g2,2338,0.74209,0.59695,0.43924,0.26433,0.17491,11426
Shared_Anchors,55,g0,533,0.70356,0.59388,0.48577,0.30656,0.17921,11426
Shared_Anchors,55,g1,530,0.76038,0.60715,0.4128,0.27079,0.14202,11426
Shared_Anchors,55,g2,2338,0.71771,0.58503,0.47302,0.26433,0.20869,11426
AnchorsOnly,42,g0,533,0.72233,0.59728,0.4718,0.30656,0.16524,30818
AnchorsOnly,42,g1,530,0.79245,0.62183,0.39736,0.27079,0.12657,30818
AnchorsOnly,42,g2,2338,0.70915,0.58072,0.50695,0.26433,0.24262,30818
AnchorsOnly,1337,g0,533,0.65666,0.5516,0.52238,0.30656,0.21582,30818
AnchorsOnly,1337,g1,530,0.76792,0.59728,0.45221,0.27079,0.18142,30818
AnchorsOnly,1337,g2,2338,0.72541,0.58684,0.50717,0.26433,0.24284,30818
AnchorsOnly,7,g0,533,0.69418,0.5799,0.59981,0.30656,0.29325,30818
AnchorsOnly,7,g1,530,0.81887,0.60968,0.49776,0.27079,0.22697,30818
AnchorsOnly,7,g2,2338,0.73482,0.59859,0.57254,0.26433,0.30821,30818
AnchorsOnly,2024,g0,533,0.65291,0.55298,0.55984,0.30656,0.25328,30818
AnchorsOnly,2024,g1,530,0.79434,0.61262,0.41922,0.27079,0.14843,30818
AnchorsOnly,2024,g2,2338,0.69718,0.57211,0.54432,0.26433,0.27999,30818
AnchorsOnly,31337,g0,533,0.69606,0.57437,0.54114,0.30656,0.23457,30818
AnchorsOnly,31337,g1,530,0.75472,0.57617,0.48299,0.27079,0.2122,30818
AnchorsOnly,31337,g2,2338,0.76775,0.61069,0.43137,0.26433,0.16704,30818
AnchorsOnly,11,g0,533,0.67542,0.55884,0.54281,0.30656,0.23625,30818
AnchorsOnly,11,g1,530,0.78113,0.58161,0.48906,0.27079,0.21827,30818
AnchorsOnly,11,g2,2338,0.716,0.58311,0.53664,0.26433,0.27231,30818
AnchorsOnly,22,g0,533,0.75235,0.60287,0.57814,0.30656,0.27157,30818
AnchorsOnly,22,g1,530,0.87358,0.61265,0.47682,0.27079,0.20603,30818
AnchorsOnly,22,g2,2338,0.71257,0.58394,0.58702,0.26433,0.32269,30818
AnchorsOnly,33,g0,533,0.79737,0.58566,0.61287,0.30656,0.30631,30818
AnchorsOnly,33,g1,530,0.78868,0.57455,0.59818,0.27079,0.32739,30818
AnchorsOnly,33,g2,2338,0.67921,0.5581,0.62164,0.26433,0.35731,30818
AnchorsOnly,44,g0,533,0.6848,0.57708,0.51717,0.30656,0.21061,30818
AnchorsOnly,44,g1,530,0.74717,0.59925,0.47368,0.27079,0.20289,30818
AnchorsOnly,44,g2,2338,0.72754,0.59456,0.48704,0.26433,0.22271,30818
AnchorsOnly,55,g0,533,0.70169,0.58798,0.49222,0.30656,0.18565,30818
AnchorsOnly,55,g1,530,0.76226,0.60251,0.42548,0.27079,0.15469,30818
AnchorsOnly,55,g2,2338,0.70145,0.5798,0.51572,0.26433,0.25139,30818
Shared_Anchors_GDRO,42,g0,533,0.73358,0.59871,0.44342,0.30656,0.13686,11426
Shared_Anchors_GDRO,42,g1,530,0.79245,0.6183,0.37886,0.27079,0.10807,11426
Shared_Anchors_GDRO,42,g2,2338,0.74979,0.59374,0.43081,0.26433,0.16648,11426
Shared_Anchors_GDRO,1337,g0,533,0.74672,0.61974,0.45356,0.30656,0.14699,11426
Shared_Anchors_GDRO,1337,g1,530,0.78302,0.62023,0.39921,0.27079,0.12842,11426
Shared_Anchors_GDRO,1337,g2,2338,0.74294,0.59502,0.44993,0.26433,0.1856,11426
Shared_Anchors_GDRO,7,g0,533,0.76173,0.60766,0.42731,0.30656,0.12075,11426
Shared_Anchors_GDRO,7,g1,530,0.81321,0.6299,0.37067,0.27079,0.09988,11426
Shared_Anchors_GDRO,7,g2,2338,0.78315,0.61192,0.41695,0.26433,0.15261,11426
Shared_Anchors_GDRO,2024,g0,533,0.74672,0.60673,0.46156,0.30656,0.155,11426
Shared_Anchors_GDRO,2024,g1,530,0.78868,0.61847,0.40344,0.27079,0.13265,11426
Shared_Anchors_GDRO,2024,g2,2338,0.74636,0.59443,0.44816,0.26433,0.18383,11426
Shared_Anchors_GDRO,31337,g0,533,0.69418,0.58862,0.51883,0.30656,0.21227,11426
Shared_Anchors_GDRO,31337,g1,530,0.75094,0.60523,0.43961,0.27079,0.16882,11426
Shared_Anchors_GDRO,31337,g2,2338,0.70402,0.57563,0.50657,0.26433,0.24224,11426
Shared_Anchors_GDRO,11,g0,533,0.75797,0.61887,0.43082,0.30656,0.12426,11426
Shared_Anchors_GDRO,11,g1,530,0.79434,0.63037,0.37313,0.27079,0.10235,11426
Shared_Anchors_GDRO,11,g2,2338,0.76476,0.60817,0.42466,0.26433,0.16033,11426
Shared_Anchors_GDRO,22,g0,533,0.72233,0.5997,0.45822,0.30656,0.15166,11426
Shared_Anchors_GDRO,22,g1,530,0.77358,0.61525,0.39372,0.27079,0.12293,11426
Shared_Anchors_GDRO,22,g2,2338,0.72412,0.58019,0.44744,0.26433,0.18311,11426
Shared_Anchors_GDRO,33,g0,533,0.73546,0.61516,0.47826,0.30656,0.1717,11426
Shared_Anchors_GDRO,33,g1,530,0.78868,0.63485,0.41705,0.27079,0.14627,11426
Shared_Anchors_GDRO,33,g2,2338,0.73781,0.59543,0.46846,0.26433,0.20412,11426
Shared_Anchors_GDRO,44,g0,533,0.73171,0.60485,0.45297,0.30656,0.14641,11426
Shared_Anchors_GDRO,44,g1,530,0.78868,0.6219,0.38909,0.27079,0.1183,11426
Shared_Anchors_GDRO,44,g2,2338,0.73695,0.59089,0.4403,0.26433,0.17597,11426
Shared_Anchors_GDRO,55,g0,533,0.75797,0.63425,0.43242,0.30656,0.12586,11426
Shared_Anchors_GDRO,55,g1,530,0.79434,0.61635,0.36918,0.27079,0.09839,11426
Shared_Anchors_GDRO,55,g2,2338,0.75449,0.59826,0.41843,0.26433,0.1541,11426
Ours_GDRO,42,g0,533,0.73921,0.61828,0.48532,0.30656,0.17875,30818
Ours_GDRO,42,g1,530,0.78113,0.61526,0.44278,0.27079,0.17199,30818
Ours_GDRO,42,g2,2338,0.73311,0.59292,0.48487,0.26433,0.22054,30818
Ours_GDRO,1337,g0,533,0.76173,0.62208,0.42228,0.30656,0.11571,30818
Ours_GDRO,1337,g1,530,0.76792,0.61041,0.43744,0.27079,0.16666,30818
Ours_GDRO,1337,g2,2338,0.71257,0.58508,0.49151,0.26433,0.22718,30818
Ours_GDRO,7,g0,533,0.76548,0.6168,0.41435,0.30656,0.10779,30818
Ours_GDRO,7,g1,530,0.77736,0.62775,0.42455,0.27079,0.15376,30818
Ours_GDRO,7,g2,2338,0.72113,0.58771,0.48643,0.26433,0.2221,30818
Ours_GDRO,2024,g0,533,0.79925,0.6408,0.41001,0.30656,0.10345,30818
Ours_GDRO,2024,g1,530,0.78491,0.63448,0.44265,0.27079,0.17186,30818
Ours_GDRO,2024,g2,2338,0.71685,0.58078,0.52243,0.26433,0.2581,30818
Ours_GDRO,31337,g0,533,0.75422,0.63101,0.43704,0.30656,0.13047,30818
Ours_GDRO,31337,g1,530,0.76981,0.60883,0.43851,0.27079,0.16772,30818
Ours_GDRO,31337,g2,2338,0.73439,0.59519,0.48814,0.26433,0.2238,30818
Ours_GDRO,11,g0,533,0.75235,0.6245,0.44151,0.30656,0.13495,30818
Ours_GDRO,11,g1,530,0.80943,0.63016,0.387,0.27079,0.11622,30818
Ours_GDRO,11,g2,2338,0.73824,0.60317,0.47892,0.26433,0.21459,30818
Ours_GDRO,22,g0,533,0.78236,0.59791,0.52935,0.30656,0.22279,30818
Ours_GDRO,22,g1,530,0.88302,0.58087,0.47379,0.27079,0.20301,30818
Ours_GDRO,22,g2,2338,0.73567,0.59181,0.5936,0.26433,0.32927,30818
Ours_GDRO,33,g0,533,0.8743,0.50736,0.53171,0.30656,0.22515,30818
Ours_GDRO,33,g1,530,0.84528,0.54729,0.56401,0.27079,0.29322,30818
Ours_GDRO,33,g2,2338,0.72669,0.58535,0.59884,0.26433,0.33451,30818
Ours_GDRO,44,g0,533,0.81801,0.63773,0.38255,0.30656,0.07599,30818
Ours_GDRO,44,g1,530,0.7717,0.60717,0.45407,0.27079,0.18328,30818
Ours_GDRO,44,g2,2338,0.73097,0.59429,0.50371,0.26433,0.23938,30818
Ours_GDRO,55,g0,533,0.7561,0.61997,0.45814,0.30656,0.15158,30818
Ours_GDRO,55,g1,530,0.77925,0.61024,0.43091,0.27079,0.16012,30818
Ours_GDRO,55,g2,2338,0.73225,0.59833,0.48697,0.26433,0.22264,30818
RegretDRO,42,g0,533,0.74296,0.61157,0.41957,0.30656,0.11301,30818
RegretDRO,42,g1,530,0.84151,0.65435,0.34224,0.27079,0.07145,30818
RegretDRO,42,g2,2338,0.71642,0.58637,0.4492,0.26433,0.18487,30818
RegretDRO,1337,g0,533,0.72795,0.60664,0.44052,0.30656,0.13396,30818
RegretDRO,1337,g1,530,0.75849,0.60558,0.43656,0.27079,0.16577,30818
RegretDRO,1337,g2,2338,0.71215,0.58644,0.46977,0.26433,0.20544,30818
RegretDRO,7,g0,533,0.77111,0.63021,0.42482,0.30656,0.11826,30818
RegretDRO,7,g1,530,0.77736,0.57858,0.39578,0.27079,0.125,30818
RegretDRO,7,g2,2338,0.74294,0.59893,0.44486,0.26433,0.18053,30818
RegretDRO,2024,g0,533,0.83677,0.66438,0.40863,0.30656,0.10207,30818
RegretDRO,2024,g1,530,0.78679,0.62357,0.40598,0.27079,0.13519,30818
RegretDRO,2024,g2,2338,0.73909,0.60021,0.45551,0.26433,0.19118,30818
RegretDRO,31337,g0,533,0.73171,0.61206,0.46573,0.30656,0.15917,30818
RegretDRO,31337,g1,530,0.77736,0.60863,0.3902,0.27079,0.11941,30818
RegretDRO,31337,g2,2338,0.72241,0.58812,0.45308,0.26433,0.18875,30818
RegretDRO,11,g0,533,0.72608,0.60975,0.48836,0.30656,0.1818,30818
RegretDRO,11,g1,530,0.7717,0.59692,0.4089,0.27079,0.13811,30818
RegretDRO,11,g2,2338,0.69932,0.58031,0.49809,0.26433,0.23376,30818
RegretDRO,22,g0,533,0.76548,0.62253,0.42431,0.30656,0.11775,30818
RegretDRO,22,g1,530,0.81509,0.61949,0.34463,0.27079,0.07384,30818
RegretDRO,22,g2,2338,0.7515,0.60527,0.44755,0.26433,0.18322,30818
RegretDRO,33,g0,533,0.72983,0.60083,0.50203,0.30656,0.19547,30818
RegretDRO,33,g1,530,0.76415,0.58359,0.44675,0.27079,0.17596,30818
RegretDRO,33,g2,2338,0.74508,0.59806,0.46519,0.26433,0.20086,30818
RegretDRO,44,g0,533,0.74296,0.60898,0.43208,0.30656,0.12552,30818
RegretDRO,44,g1,530,0.78113,0.62807,0.40585,0.27079,0.13506,30818
RegretDRO,44,g2,2338,0.68777,0.57146,0.50577,0.26433,0.24144,30818
RegretDRO,55,g0,533,0.74296,0.60634,0.45001,0.30656,0.14345,30818
RegretDRO,55,g1,530,0.78302,0.6028,0.38617,0.27079,0.11538,30818
RegretDRO,55,g2,2338,0.76133,0.61149,0.41666,0.26433,0.15233,30818
Ours_Regret,42,g0,533,0.70919,0.59161,0.48279,0.30656,0.17623,30818
Ours_Regret,42,g1,530,0.78491,0.58882,0.43533,0.27079,0.16454,30818
Ours_Regret,42,g2,2338,0.71343,0.58403,0.50651,0.26433,0.24218,30818
Ours_Regret,1337,g0,533,0.7242,0.60121,0.5088,0.30656,0.20224,30818
Ours_Regret,1337,g1,530,0.82642,0.61198,0.36407,0.27079,0.09328,30818
Ours_Regret,1337,g2,2338,0.71642,0.58344,0.53263,0.26433,0.2683,30818
Ours_Regret,7,g0,533,0.76735,0.63233,0.58532,0.30656,0.27876,30818
Ours_Regret,7,g1,530,0.8566,0.61455,0.42352,0.27079,0.15274,30818
Ours_Regret,7,g2,2338,0.74765,0.60658,0.5544,0.26433,0.29007,30818
Ours_Regret,2024,g0,533,0.78236,0.64025,0.43599,0.30656,0.12942,30818
Ours_Regret,2024,g1,530,0.77547,0.61687,0.41321,0.27079,0.14242,30818
Ours_Regret,2024,g2,2338,0.70231,0.57602,0.51875,0.26433,0.25442,30818
Ours_Regret,31337,g0,533,0.74296,0.61659,0.48655,0.30656,0.17999,30818
Ours_Regret,31337,g1,530,0.78113,0.6084,0.38688,0.27079,0.11609,30818
Ours_Regret,31337,g2,2338,0.71856,0.58746,0.49994,0.26433,0.23561,30818
Ours_Regret,11,g0,533,0.75985,0.62047,0.48423,0.30656,0.17767,30818
Ours_Regret,11,g1,530,0.76792,0.60399,0.46206,0.27079,0.19127,30818
Ours_Regret,11,g2,2338,0.7284,0.59405,0.51256,0.26433,0.24823,30818
Ours_Regret,22,g0,533,0.85741,0.54794,0.55787,0.30656,0.25131,30818
Ours_Regret,22,g1,530,0.87925,0.59505,0.43943,0.27079,0.16864,30818
Ours_Regret,22,g2,2338,0.72498,0.59074,0.56735,0.26433,0.30302,30818
Ours_Regret,33,g0,533,0.71107,0.59075,0.53586,0.30656,0.2293,30818
Ours_Regret,33,g1,530,0.8,0.58842,0.38967,0.27079,0.11888,30818
Ours_Regret,33,g2,2338,0.73524,0.59274,0.51697,0.26433,0.25264,30818
Ours_Regret,44,g0,533,0.803,0.63774,0.38812,0.30656,0.08156,30818
Ours_Regret,44,g1,530,0.74528,0.58241,0.45911,0.27079,0.18832,30818
Ours_Regret,44,g2,2338,0.68948,0.57276,0.5405,0.26433,0.27616,30818
Ours_Regret,55,g0,533,0.74672,0.61974,0.44053,0.30656,0.13397,30818
Ours_Regret,55,g1,530,0.73396,0.58284,0.42555,0.27079,0.15476,30818
Ours_Regret,55,g2,2338,0.75064,0.60587,0.43553,0.26433,0.1712,30818
