method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss,job
regret_only,42,g3,276228,128,0.6640625,0.4883175288464009,0.9134941697120668,0.7673795436520174,0.1461146260600492,g0.5
regret_only,42,g4,276228,14665,0.7516536116600037,0.6203641184609116,0.5741678476333618,0.6238109850217399,-0.0496431373883781,g0.5
regret_only,42,g5,276228,14,0.7142857313156128,0.4142857142857142,1.9941271543502808,0.8973705906662908,1.09675656368399,g0.5
regret_only,42,g6,276228,10579,0.76283198595047,0.7022301291549401,0.5493958592414856,0.5871916648544888,-0.0377958056130032,g0.5
ours,42,g1,276228,209,0.6889951825141907,0.3587772189894416,0.750716507434845,0.6846005644225315,0.0661159430123135,g0.5
ours,42,g2,276228,37,0.6216216087341309,0.2756410256410256,1.032362461090088,0.7024396780319512,0.3299227830581367,g0.5
ours,42,g3,276228,128,0.640625,0.4017094017094018,0.8627702593803406,0.7673795436520174,0.0953907157283231,g0.5
ours,42,g4,276228,14665,0.7429253458976746,0.5973818991921712,0.6498510241508484,0.6238109850217399,0.0260400391291084,g0.5
ours,42,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0309158563613892,0.8973705906662908,0.1335452656950984,g0.5
ours,42,g6,276228,10579,0.7519614100456238,0.6957469712047211,0.6474536657333374,0.5871916648544888,0.0602620008788485,g0.5
groupdro,11,g1,276228,209,0.7320573925971985,0.6444688895321807,0.6635554432868958,0.6846005644225315,-0.0210451211356357,g0.5
groupdro,11,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0569097995758057,0.7024396780319512,0.3544701215438545,g0.5
groupdro,11,g3,276228,128,0.7265625,0.6605149264027769,0.752705991268158,0.7673795436520174,-0.0146735523838594,g0.5
groupdro,11,g4,276228,14665,0.7691101431846619,0.7029179482285557,0.5386984944343567,0.6238109850217399,-0.0851124905873832,g0.5
groupdro,11,g5,276228,14,0.6428571939468384,0.3666666666666666,1.1752374172210691,0.8973705906662908,0.2778668265547785,g0.5
groupdro,11,g6,276228,10579,0.7762548327445984,0.7117026131156101,0.5145906209945679,0.5871916648544888,-0.0726010438599209,g0.5
regret_only,11,g1,276228,209,0.7129186391830444,0.5429080438039005,0.6354453563690186,0.6846005644225315,-0.0491552080535129,g0.5
regret_only,11,g2,276228,37,0.5945945978164673,0.2652218782249742,1.6238218545913696,0.7024396780319512,0.9213821765594185,g0.5
regret_only,11,g3,276228,128,0.65625,0.55370670995671,0.9033640623092652,0.7673795436520174,0.1359845186572477,g0.5
regret_only,11,g4,276228,14665,0.7501534223556519,0.6504798357461032,0.5707815885543823,0.6238109850217399,-0.0530293964673576,g0.5
regret_only,11,g5,276228,14,0.6428571939468384,0.3666666666666666,2.1636576652526855,0.8973705906662908,1.2662870745863948,g0.5
regret_only,11,g6,276228,10579,0.7547972202301025,0.6985581164132583,0.5597745776176453,0.5871916648544888,-0.0274170872368435,g0.5
ours,11,g1,276228,209,0.7177033424377441,0.5101362618047137,0.6765747666358948,0.6846005644225315,-0.0080257977866367,g0.5
ours,11,g2,276228,37,0.5945945978164673,0.2789115646258503,1.0968196392059326,0.7024396780319512,0.3943799611739814,g0.5
ours,11,g3,276228,128,0.7421875,0.62820623721605,0.7188799977302551,0.7673795436520174,-0.0484995459217623,g0.5
ours,11,g4,276228,14665,0.7609273791313171,0.6622320689318388,0.5729637145996094,0.6238109850217399,-0.0508472704221305,g0.5
ours,11,g5,276228,14,0.7142857313156128,0.4142857142857142,1.216349720954895,0.8973705906662908,0.3189791302886042,g0.5
ours,11,g6,276228,10579,0.7705832123756409,0.7022342019582454,0.548321545124054,0.5871916648544888,-0.0388701197304348,g0.5
groupdro,1,g1,276228,209,0.7224879860877991,0.6248166347075742,0.632843017578125,0.6846005644225315,-0.0517575468444064,g0.5
groupdro,1,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0031602382659912,0.7024396780319512,0.30072056023404,g0.5
groupdro,1,g3,276228,128,0.6640625,0.5568234354642122,0.8023982048034668,0.7673795436520174,0.0350186611514493,g0.5
groupdro,1,g4,276228,14665,0.772928774356842,0.6878290872551234,0.5334504842758179,0.6238109850217399,-0.090360500745922,g0.5
groupdro,1,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1926480531692505,0.8973705906662908,0.2952774625029597,g0.5
groupdro,1,g6,276228,10579,0.7749314308166504,0.7346681562983048,0.5245874524116516,0.5871916648544888,-0.0626042124428372,g0.5
regret_only,1,g1,276228,209,0.7224879860877991,0.5511158386220179,0.6330172419548035,0.6846005644225315,-0.051583322467728,g0.5
regret_only,1,g2,276228,37,0.5405405759811401,0.2448979591836735,1.665447235107422,0.7024396780319512,0.9630075570754708,g0.5
regret_only,1,g3,276228,128,0.6484375,0.5125931092001955,0.8938176035881042,0.7673795436520174,0.1264380599360868,g0.5
regret_only,1,g4,276228,14665,0.7551313042640686,0.6706855070755566,0.5698738694190979,0.6238109850217399,-0.053937115602642,g0.5
regret_only,1,g5,276228,14,0.6428571939468384,0.3666666666666666,2.0544800758361816,0.8973705906662908,1.1571094851698909,g0.5
regret_only,1,g6,276228,10579,0.7606579065322876,0.6750189835731527,0.5497314929962158,0.5871916648544888,-0.0374601718582729,g0.5
ours,1,g1,276228,209,0.7129186391830444,0.5072214796760751,0.6622135043144226,0.6846005644225315,-0.0223870601081088,g0.5
ours,1,g2,276228,37,0.6486486792564392,0.2918632075471698,1.0477803945541382,0.7024396780319512,0.345340716522187,g0.5
ours,1,g3,276228,128,0.671875,0.5130596098088358,0.7834545969963074,0.7673795436520174,0.0160750533442899,g0.5
ours,1,g4,276228,14665,0.7622911930084229,0.6820082431780813,0.593694269657135,0.6238109850217399,-0.0301167153646049,g0.5
ours,1,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1358410120010376,0.8973705906662908,0.2384704213347468,g0.5
ours,1,g6,276228,10579,0.7736080884933472,0.7278345485647321,0.5709394812583923,0.5871916648544888,-0.0162521835960964,g0.5
groupdro,7,g1,276228,209,0.7272726893424988,0.5666417385208711,0.664272129535675,0.6846005644225315,-0.0203284348868564,g0.5
groupdro,7,g2,276228,37,0.6486486792564392,0.2863485016648169,0.981125831604004,0.7024396780319512,0.2786861535720527,g0.5
groupdro,7,g3,276228,128,0.7109375,0.5700733752620545,0.7436698079109192,0.7673795436520174,-0.0237097357410982,g0.5
groupdro,7,g4,276228,14665,0.7646778225898743,0.6866990109118676,0.5444682836532593,0.6238109850217399,-0.0793427013684806,g0.5
groupdro,7,g5,276228,14,0.7142857313156128,0.4142857142857142,1.241612195968628,0.8973705906662908,0.3442416053023371,g0.5
groupdro,7,g6,276228,10579,0.775498628616333,0.7117529057895603,0.5211829543113708,0.5871916648544888,-0.0660087105431179,g0.5
regret_only,7,g1,276228,209,0.7272726893424988,0.6083770596482462,0.6582531929016113,0.6846005644225315,-0.0263473715209201,g0.5
regret_only,7,g2,276228,37,0.5945945978164673,0.2652218782249742,1.655910611152649,0.7024396780319512,0.9534709331206978,g0.5
regret_only,7,g3,276228,128,0.703125,0.5740780406034642,0.8328685760498047,0.7673795436520174,0.0654890323977872,g0.5
regret_only,7,g4,276228,14665,0.7538356781005859,0.6526100569265029,0.5787929892539978,0.6238109850217399,-0.0450179957677421,g0.5
regret_only,7,g5,276228,14,0.6428571939468384,0.3666666666666666,2.1645138263702393,0.8973705906662908,1.2671432357039485,g0.5
regret_only,7,g6,276228,10579,0.7596181035041809,0.7042478053106136,0.5575355887413025,0.5871916648544888,-0.0296560761131863,g0.5
ours,7,g1,276228,209,0.703349232673645,0.4853622116280344,0.6827665567398071,0.6846005644225315,-0.0018340076827243,g0.5
ours,7,g2,276228,37,0.5945945978164673,0.2789115646258503,1.0476949214935305,0.7024396780319512,0.3452552434615791,g0.5
ours,7,g3,276228,128,0.7421875,0.605513295976467,0.7304163575172424,0.7673795436520174,-0.036963186134775,g0.5
ours,7,g4,276228,14665,0.762495756149292,0.6590963277896925,0.5753979682922363,0.6238109850217399,-0.0484130167295036,g0.5
ours,7,g5,276228,14,0.7142857313156128,0.4142857142857142,1.177470088005066,0.8973705906662908,0.2800994973387751,g0.5
ours,7,g6,276228,10579,0.7723792195320129,0.7229752602161048,0.5577661991119385,0.5871916648544888,-0.0294254657425503,g0.5
groupdro,0,g1,276228,209,0.7272726893424988,0.5930722177968873,0.6332122087478638,0.6846005644225315,-0.0513883556746677,g0.5
groupdro,0,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9700687527656556,0.7024396780319512,0.2676290747337043,g0.5
groupdro,0,g3,276228,128,0.7265625,0.6241990220902541,0.7967170476913452,0.7673795436520174,0.0293375040393277,g0.5
groupdro,0,g4,276228,14665,0.7723150849342346,0.7030873655027107,0.5286946296691895,0.6238109850217399,-0.0951163553525504,g0.5
groupdro,0,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1234660148620603,0.8973705906662908,0.2260954241957697,g0.5
groupdro,0,g6,276228,10579,0.7808866500854492,0.7163075348356522,0.5117641687393188,0.5871916648544888,-0.0754274961151699,g0.5
regret_only,0,g1,276228,209,0.7081339359283447,0.4938072082379863,0.6265158653259277,0.6846005644225315,-0.0580846990966037,g0.5
regret_only,0,g2,276228,37,0.5405405759811401,0.2448979591836735,1.604220986366272,0.7024396780319512,0.9017813083343208,g0.5
regret_only,0,g3,276228,128,0.7109375,0.5628603523572632,0.8404738903045654,0.7673795436520174,0.0730943466525479,g0.5
regret_only,0,g4,276228,14665,0.7519945502281189,0.6502700352459366,0.5745631456375122,0.6238109850217399,-0.0492478393842277,g0.5
regret_only,0,g5,276228,14,0.6428571939468384,0.3666666666666666,2.0575246810913086,0.8973705906662908,1.1601540904250178,g0.5
regret_only,0,g6,276228,10579,0.7592399716377258,0.7058048049232943,0.5594981908798218,0.5871916648544888,-0.027693473974667,g0.5
ours,0,g1,276228,209,0.703349232673645,0.4012511878365536,0.7357330918312073,0.6846005644225315,0.0511325274086758,g0.5
ours,0,g2,276228,37,0.5945945978164673,0.2652218782249742,0.9828571677207948,0.7024396780319512,0.2804174896888435,g0.5
ours,0,g3,276228,128,0.7109375,0.5248803009575923,0.7868388295173645,0.7673795436520174,0.019459285865347,g0.5
ours,0,g4,276228,14665,0.743880033493042,0.607112515259751,0.6401306986808777,0.6238109850217399,0.0163197136591377,g0.5
ours,0,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0388686656951904,0.8973705906662908,0.1414980750288996,g0.5
ours,0,g6,276228,10579,0.7556479573249817,0.6998060372877959,0.6301427483558655,0.5871916648544888,0.0429510835013766,g0.5
groupdro,2024,g1,276228,209,0.7224879860877991,0.5905370499753411,0.6470698118209839,0.6846005644225315,-0.0375307526015475,g0.5
groupdro,2024,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9913129806518556,0.7024396780319512,0.2888733026199043,g0.5
groupdro,2024,g3,276228,128,0.703125,0.6401521635166495,0.8065623044967651,0.7673795436520174,0.0391827608447477,g0.5
groupdro,2024,g4,276228,14665,0.777906596660614,0.7006933052065637,0.5226811170578003,0.6238109850217399,-0.1011298679639396,g0.5
groupdro,2024,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1350277662277222,0.8973705906662908,0.2376571755614314,g0.5
groupdro,2024,g6,276228,10579,0.7827771902084351,0.728342212401524,0.5070846676826477,0.5871916648544888,-0.0801069971718411,g0.5
regret_only,2024,g1,276228,209,0.7177033424377441,0.4598367441656266,0.6398899555206299,0.6846005644225315,-0.0447106089019015,g0.5
regret_only,2024,g2,276228,37,0.5675675868988037,0.255,1.5505584478378296,0.7024396780319512,0.8481187698058784,g0.5
regret_only,2024,g3,276228,128,0.6953125,0.5284714515363356,0.8318907618522644,0.7673795436520174,0.0645112182002469,g0.5
regret_only,2024,g4,276228,14665,0.7518581748008728,0.6098531181462141,0.5754311084747314,0.6238109850217399,-0.0483798765470084,g0.5
regret_only,2024,g5,276228,14,0.6428571939468384,0.3666666666666666,2.2891366481781006,0.8973705906662908,1.3917660575118098,g0.5
regret_only,2024,g6,276228,10579,0.7534738779067993,0.6913796765407105,0.5704061388969421,0.5871916648544888,-0.0167855259575466,g0.5
ours,2024,g1,276228,209,0.684210479259491,0.3558879392212725,0.7372869253158569,0.6846005644225315,0.0526863608933254,g0.5
ours,2024,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9492919445037842,0.7024396780319512,0.246852266471833,g0.5
ours,2024,g3,276228,128,0.7421875,0.6623663489432242,0.759913980960846,0.7673795436520174,-0.0074655626911714,g0.5
ours,2024,g4,276228,14665,0.743607223033905,0.5940882394967691,0.6372642517089844,0.6238109850217399,0.0134532666872444,g0.5
ours,2024,g5,276228,14,0.6428571939468384,0.3666666666666666,1.2029684782028198,0.8973705906662908,0.305597887536529,g0.5
ours,2024,g6,276228,10579,0.7541355490684509,0.6736761507249681,0.6182515621185303,0.5871916648544888,0.0310598972640414,g0.5
groupdro,31337,g1,276228,209,0.7129186391830444,0.5995687645687645,0.6708092093467712,0.6846005644225315,-0.0137913550757602,g0.5
groupdro,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0076476335525513,0.7024396780319512,0.3052079555206001,g0.5
groupdro,31337,g3,276228,128,0.6796875,0.5585637480798771,0.8078871369361877,0.7673795436520174,0.0405075932841703,g0.5
groupdro,31337,g4,276228,14665,0.7757245302200317,0.6948823243744653,0.5229905247688293,0.6238109850217399,-0.1008204602529105,g0.5
groupdro,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,1.1681468486785889,0.8973705906662908,0.2707762580122981,g0.5
groupdro,31337,g6,276228,10579,0.7804139852523804,0.7273731381096352,0.5078846216201782,0.5871916648544888,-0.0793070432343105,g0.5
regret_only,31337,g1,276228,209,0.7081339359283447,0.5341979722731256,0.6613970994949341,0.6846005644225315,-0.0232034649275973,g0.5
regret_only,31337,g2,276228,37,0.5945945978164673,0.2652218782249742,1.5793486833572388,0.7024396780319512,0.8769090053252876,g0.5
regret_only,31337,g3,276228,128,0.6796875,0.525209859278703,0.8999805450439453,0.7673795436520174,0.1326010013919278,g0.5
regret_only,31337,g4,276228,14665,0.750630795955658,0.6411013209193512,0.5720928907394409,0.6238109850217399,-0.051718094282299,g0.5
regret_only,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,2.131437063217163,0.8973705906662908,1.2340664725508723,g0.5
regret_only,31337,g6,276228,10579,0.7580111622810364,0.705987916085119,0.5559496879577637,0.5871916648544888,-0.0312419768967251,g0.5
ours,31337,g1,276228,209,0.6889951825141907,0.3620945875482323,0.7418096661567688,0.6846005644225315,0.0572091017342373,g0.5
ours,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0441677570343018,0.7024396780319512,0.3417280790023506,g0.5
ours,31337,g3,276228,128,0.6875,0.5060576923076924,0.8241248726844788,0.7673795436520174,0.0567453290324613,g0.5
ours,31337,g4,276228,14665,0.7384248375892639,0.597391879678742,0.6549898386001587,0.6238109850217399,0.0311788535784187,g0.5
ours,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0983154773712158,0.8973705906662908,0.200944886704925,g0.5
ours,31337,g6,276228,10579,0.7461007237434387,0.6863288504246798,0.6467545032501221,0.5871916648544888,0.0595628383956332,g0.5
groupdro,22,g1,276228,209,0.7129186391830444,0.6226993436670856,0.6543647050857544,0.6846005644225315,-0.030235859336777,g0.5
groupdro,22,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0385138988494873,0.7024396780319512,0.3360742208175361,g0.5
groupdro,22,g3,276228,128,0.6875,0.5811975915185992,0.8300677537918091,0.7673795436520174,0.0626882101397916,g0.5
groupdro,22,g4,276228,14665,0.7762700319290161,0.6988838670797073,0.5238752961158752,0.6238109850217399,-0.0999356889058646,g0.5
groupdro,22,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0648633241653442,0.8973705906662908,0.1674927334990534,g0.5
groupdro,22,g6,276228,10579,0.7830607891082764,0.7336214407336814,0.5077861547470093,0.5871916648544888,-0.0794055101074795,g0.5
regret_only,22,g1,276228,209,0.7272726893424988,0.6030343113676447,0.6386674046516418,0.6846005644225315,-0.0459331597708896,g0.5
regret_only,22,g2,276228,37,0.5675675868988037,0.255,1.76982843875885,0.7024396780319512,1.067388760726899,g0.5
regret_only,22,g3,276228,128,0.71875,0.5788173019090687,0.8854214549064636,0.7673795436520174,0.1180419112544461,g0.5
regret_only,22,g4,276228,14665,0.7543811798095703,0.6463672885700595,0.5652405619621277,0.6238109850217399,-0.0585704230596122,g0.5
regret_only,22,g5,276228,14,0.7142857313156128,0.4142857142857142,2.1658518314361572,0.8973705906662908,1.2684812407698665,g0.5
regret_only,22,g6,276228,10579,0.7675583362579346,0.7034893068714885,0.5450839996337891,0.5871916648544888,-0.0421076652206997,g0.5
ours,22,g1,276228,209,0.7368420958518982,0.4900430391819537,0.6884797811508179,0.6846005644225315,0.0038792167282863,g0.5
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,1.0484938621520996,0.7024396780319512,0.3460541841201484,g0.5
ours,22,g3,276228,128,0.7109375,0.5535621221596831,0.7406311631202698,0.7673795436520174,-0.0267483805317476,g0.5
ours,22,g4,276228,14665,0.7635186314582825,0.6597762689032031,0.569412112236023,0.6238109850217399,-0.0543988727857169,g0.5
ours,22,g5,276228,14,0.7142857313156128,0.4142857142857142,1.074190974235535,0.8973705906662908,0.1768203835692439,g0.5
ours,22,g6,276228,10579,0.7720011472702026,0.7072476320770317,0.5519890785217285,0.5871916648544888,-0.0352025863327603,g0.5
groupdro,33,g1,276228,209,0.7272726893424988,0.5845616801499154,0.6279793381690979,0.6846005644225315,-0.0566212262534335,g2.0
groupdro,33,g2,276228,37,0.6756756901741028,0.313034188034188,0.7955845594406128,0.7024396780319512,0.0931448814086616,g2.0
groupdro,33,g3,276228,128,0.7265625,0.6467340918668353,0.7147083282470703,0.7673795436520174,-0.0526712154049471,g2.0
groupdro,33,g4,276228,14665,0.776065468788147,0.700104742240504,0.5241916179656982,0.6238109850217399,-0.0996193670560416,g2.0
groupdro,33,g5,276228,14,0.7142857313156128,0.4142857142857142,1.3401178121566772,0.8973705906662908,0.4427472214903865,g2.0
groupdro,33,g6,276228,10579,0.7787125110626221,0.725716117511124,0.5116346478462219,0.5871916648544888,-0.0755570170082668,g2.0
regret_only,33,g1,276228,209,0.7177033424377441,0.4951653738418444,0.6310641169548035,0.6846005644225315,-0.053536447467728,g2.0
regret_only,33,g2,276228,37,0.6756756901741028,0.313034188034188,1.0052239894866943,0.7024396780319512,0.3027843114547431,g2.0
regret_only,33,g3,276228,128,0.703125,0.5596641598243192,0.7377178072929382,0.7673795436520174,-0.0296617363590792,g2.0
regret_only,33,g4,276228,14665,0.7468803524971008,0.6286802964108053,0.5755181312561035,0.6238109850217399,-0.0482928537656364,g2.0
regret_only,33,g5,276228,14,0.7142857313156128,0.4142857142857142,1.676300883293152,0.8973705906662908,0.7789302926268611,g2.0
regret_only,33,g6,276228,10579,0.7613195776939392,0.6855249023909249,0.5510092377662659,0.5871916648544888,-0.0361824270882229,g2.0
ours,33,g1,276228,209,0.6889951825141907,0.3594285269386484,0.762876033782959,0.6846005644225315,0.0782754693604275,g2.0
ours,33,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8922795653343201,0.7024396780319512,0.1898398873023689,g2.0
ours,33,g3,276228,128,0.6640625,0.3586580086580087,0.8191145062446594,0.7673795436520174,0.0517349625926419,g2.0
ours,33,g4,276228,14665,0.7405387163162231,0.6029882461841043,0.6587734818458557,0.6238109850217399,0.0349624968241157,g2.0
ours,33,g5,276228,14,0.6428571939468384,0.3666666666666666,1.1941145658493042,0.8973705906662908,0.2967439751830134,g2.0
ours,33,g6,276228,10579,0.7521504759788513,0.6754593488757368,0.6328796744346619,0.5871916648544888,0.045688009580173,g2.0
groupdro,1337,g1,276228,209,0.7129186391830444,0.5447336614003281,0.6490968465805054,0.6846005644225315,-0.0355037178420261,g2.0
groupdro,1337,g2,276228,37,0.5945945978164673,0.2652218782249742,0.8880043029785156,0.7024396780319512,0.1855646249465644,g2.0
groupdro,1337,g3,276228,128,0.75,0.6124217890539054,0.6930528283119202,0.7673795436520174,-0.0743267153400972,g2.0
groupdro,1337,g4,276228,14665,0.7657006978988647,0.6685741426651883,0.5447808504104614,0.6238109850217399,-0.0790301346112785,g2.0
groupdro,1337,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0553618669509888,0.8973705906662908,0.157991276284698,g2.0
groupdro,1337,g6,276228,10579,0.775498628616333,0.7154092705547256,0.5130091309547424,0.5871916648544888,-0.0741825338997463,g2.0
regret_only,1337,g1,276228,209,0.703349232673645,0.4737340794601273,0.6403415203094482,0.6846005644225315,-0.0442590441130832,g2.0
regret_only,1337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.1186277866363523,0.7024396780319512,0.4161881086044013,g2.0
regret_only,1337,g3,276228,128,0.734375,0.6111800744804389,0.7307076454162598,0.7673795436520174,-0.0366718982357576,g2.0
regret_only,1337,g4,276228,14665,0.7562904953956604,0.6552191628883387,0.5636543035507202,0.6238109850217399,-0.0601566814710197,g2.0
regret_only,1337,g5,276228,14,0.7142857313156128,0.4142857142857142,1.3402031660079956,0.8973705906662908,0.4428325753417048,g2.0
regret_only,1337,g6,276228,10579,0.7616031765937805,0.6916320794503865,0.5517151355743408,0.5871916648544888,-0.0354765292801479,g2.0
ours,1337,g1,276228,209,0.7129186391830444,0.5462705058099795,0.6653139591217041,0.6846005644225315,-0.0192866053008273,g2.0
ours,1337,g2,276228,37,0.6486486792564392,0.3013415892672859,0.9979358315467834,0.7024396780319512,0.2954961535148322,g2.0
ours,1337,g3,276228,128,0.6953125,0.4814190289996741,0.7694310545921326,0.7673795436520174,0.0020515109401151,g2.0
ours,1337,g4,276228,14665,0.7718377113342285,0.6826218855707868,0.5384303331375122,0.6238109850217399,-0.0853806518842277,g2.0
ours,1337,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0652902126312256,0.8973705906662908,0.1679196219649348,g2.0
ours,1337,g6,276228,10579,0.7787125110626221,0.7190486397825293,0.5247422456741333,0.5871916648544888,-0.0624494191803555,g2.0
groupdro,42,g1,276228,209,0.7129186391830444,0.6223790526653962,0.6526857018470764,0.6846005644225315,-0.031914862575455,g2.0
groupdro,42,g2,276228,37,0.6756756901741028,0.2974537037037037,0.8036226630210876,0.7024396780319512,0.1011829849891364,g2.0
groupdro,42,g3,276228,128,0.6953125,0.5418426995316901,0.7645911574363708,0.7673795436520174,-0.0027883862156465,g2.0
groupdro,42,g4,276228,14665,0.7755881547927856,0.6993849681519865,0.5251365900039673,0.6238109850217399,-0.0986743950177726,g2.0
groupdro,42,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0143331289291382,0.8973705906662908,0.1169625382628474,g2.0
groupdro,42,g6,276228,10579,0.7787125110626221,0.7254669260825496,0.5119611620903015,0.5871916648544888,-0.0752305027641873,g2.0
regret_only,42,g1,276228,209,0.7177033424377441,0.4998151349514854,0.6255921721458435,0.6846005644225315,-0.0590083922766879,g2.0
regret_only,42,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9832784533500672,0.7024396780319512,0.2808387753181159,g2.0
regret_only,42,g3,276228,128,0.703125,0.5015613451589062,0.707919716835022,0.7673795436520174,-0.0594598268169954,g2.0
regret_only,42,g4,276228,14665,0.7508353590965271,0.6183014401162397,0.5745132565498352,0.6238109850217399,-0.0492977284719047,g2.0
regret_only,42,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1176773309707642,0.8973705906662908,0.2203067403044734,g2.0
regret_only,42,g6,276228,10579,0.76595139503479,0.7078995870238678,0.5433336496353149,0.5871916648544888,-0.0438580152191738,g2.0
ours,42,g1,276228,209,0.7224879860877991,0.5559232135630988,0.6482003927230835,0.6846005644225315,-0.0364001716994479,g2.0
ours,42,g2,276228,37,0.6486486792564392,0.2863485016648169,1.0168441534042358,0.7024396780319512,0.3144044753722846,g2.0
ours,42,g3,276228,128,0.6953125,0.435756320836966,0.7695515751838684,0.7673795436520174,0.0021720315318509,g2.0
ours,42,g4,276228,14665,0.7726560235023499,0.6901867700409987,0.5389836430549622,0.6238109850217399,-0.0848273419667777,g2.0
ours,42,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0131003856658936,0.8973705906662908,0.1157297949996027,g2.0
ours,42,g6,276228,10579,0.7815483212471008,0.7237293688461695,0.5220464468002319,0.5871916648544888,-0.0651452180542568,g2.0
groupdro,11,g1,276228,209,0.7511961460113525,0.6884290343814876,0.6384900212287903,0.6846005644225315,-0.0461105431937411,g2.0
groupdro,11,g2,276228,37,0.5945945978164673,0.2652218782249742,0.8647505640983582,0.7024396780319512,0.1623108860664069,g2.0
groupdro,11,g3,276228,128,0.703125,0.6481191972342415,0.7362877130508423,0.7673795436520174,-0.0310918306011751,g2.0
groupdro,11,g4,276228,14665,0.774360716342926,0.6964719782791418,0.5230746269226074,0.6238109850217399,-0.1007363580991325,g2.0
groupdro,11,g5,276228,14,0.7142857313156128,0.4142857142857142,0.9829320907592772,0.8973705906662908,0.0855615000929865,g2.0
groupdro,11,g6,276228,10579,0.7779563069343567,0.7245064660081485,0.5114215016365051,0.5871916648544888,-0.0757701632179836,g2.0
regret_only,11,g1,276228,209,0.7177033424377441,0.5273258127321713,0.6152253746986389,0.6846005644225315,-0.0693751897238925,g2.0
regret_only,11,g2,276228,37,0.5945945978164673,0.2652218782249742,1.06347918510437,0.7024396780319512,0.3610395070724189,g2.0
regret_only,11,g3,276228,128,0.7421875,0.669478986981111,0.7149400115013123,0.7673795436520174,-0.0524395321507051,g2.0
regret_only,11,g4,276228,14665,0.752199113368988,0.6516796328109723,0.566775381565094,0.6238109850217399,-0.0570356034566459,g2.0
regret_only,11,g5,276228,14,0.6428571939468384,0.3666666666666666,1.1879206895828247,0.8973705906662908,0.2905500989165339,g2.0
regret_only,11,g6,276228,10579,0.7579166293144226,0.7054037537364886,0.5557820796966553,0.5871916648544888,-0.0314095851578335,g2.0
ours,11,g1,276228,209,0.703349232673645,0.4574801587301587,0.6937119960784912,0.6846005644225315,0.0091114316559597,g2.0
ours,11,g2,276228,37,0.5405405759811401,0.2571692876965772,1.020840048789978,0.7024396780319512,0.3184003707580268,g2.0
ours,11,g3,276228,128,0.6875,0.3717171717171717,0.7442033886909485,0.7673795436520174,-0.0231761549610689,g2.0
ours,11,g4,276228,14665,0.7581316232681274,0.6531875358824764,0.5788726210594177,0.6238109850217399,-0.0449383639623222,g2.0
ours,11,g5,276228,14,0.7142857313156128,0.4142857142857142,1.039523720741272,0.8973705906662908,0.1421531300749812,g2.0
ours,11,g6,276228,10579,0.7707722783088684,0.7051323245799281,0.5481700301170349,0.5871916648544888,-0.0390216347374539,g2.0
groupdro,1,g1,276228,209,0.7081339359283447,0.5863771350471146,0.6378241181373596,0.6846005644225315,-0.0467764462851718,g2.0
groupdro,1,g2,276228,37,0.6486486792564392,0.3013415892672859,0.8344439268112183,0.7024396780319512,0.132004248779267,g2.0
groupdro,1,g3,276228,128,0.6875,0.5773809523809523,0.7489458918571472,0.7673795436520174,-0.0184336517948702,g2.0
groupdro,1,g4,276228,14665,0.7772929072380066,0.7031448463017811,0.5230395793914795,0.6238109850217399,-0.1007714056302604,g2.0
groupdro,1,g5,276228,14,0.7142857313156128,0.4142857142857142,1.1343685388565063,0.8973705906662908,0.2369979481902155,g2.0
groupdro,1,g6,276228,10579,0.7815483212471008,0.7306710103364761,0.5105427503585815,0.5871916648544888,-0.0766489144959072,g2.0
regret_only,1,g1,276228,209,0.703349232673645,0.5202143719806763,0.6201770305633545,0.6846005644225315,-0.0644235338591769,g2.0
regret_only,1,g2,276228,37,0.5405405759811401,0.2448979591836735,1.0860611200332642,0.7024396780319512,0.383621442001313,g2.0
